row_index,DUNS Number,Company Name
380,639634270,"Yangzhou Boling Yibai Cultural Communication Co., Ltd."
381,638103263,Zhuhai Lijun Mituo Venture Capital Fund (Limited Partnership)
382,547857461,"Zhuhai Libai Lighting and Sound Engineering Co., Ltd."
383,639643214,"Zhuhai Liangjing Glasses Co., Ltd. Lanbu Store"
384,547906695,"Zhuhai Lanlong H.R. Service Co., Ltd."
385,639574619,"Shenzhen Lanlong H.R. Service Co., Ltd."
386,547909845,"Zhuhai Langtian Real Estate Co., Ltd."
387,547920800,"Zhuhai Kangyida Biological Technology Co., Ltd."
388,547915621,"Zhuhai Kadu Property Management Co., Ltd."
389,637987604,"Zhuhai Junhua Biological Technology Co., Ltd. Lingnan Shijia Branch"
390,547920881,"Zhuhai Juneng Enterprise Management Consulting Co., Ltd."
391,638028632,"Hebei Nengsheng Supply Chain Management Co., Ltd."
392,638105883,"Zhuhai Guosheng New Energy Technology Co., Ltd."
393,547891229,"Zhuhai Special Economic Zone Longyi Industrial Co., Co., Ltd."
394,638156791,"Zhuhai Jiushi Catering Management Co., Ltd. Xiangzhou Branch"
395,639670424,"Guangdong Jinzhi Jianshi New Energy Technology Co., Ltd."
396,547900528,"Zhuhai Jiajiaxin Property Management Co., Ltd."
397,639530029,Zhuhai Yaoze Ruixiang Investment Center (Limited Partnership)
398,547920818,"Zhuhai Jinbi Real Estate Development Co., Ltd."
399,638042113,"Zhuhai Jieyang Engineering Management Co., Ltd."
400,637975693,"Guangdong Jieyang Dredging Engineering Co., Ltd."
401,547909975,"Zhuhai Jiecheng Property Management Co., Ltd."
402,547925884,"Zhuhai Jianda Medical Devices Co., Ltd."
403,547929407,"Zhuhai Jiayuan Property Management Co., Ltd."
404,547913361,"Nanhai Xikang Branch of Guangcai Drug Store Chainstore Co., Ltd., Zhuhai Jialun Pharmaceut"
405,547920289,"Nanhai Xiajiao Branch of Guangcai Drug Store Chainstore Co., Ltd., Zhuhai Jialun Pharmaceu"
406,547892328,"Zhuhai Huigang Information Technology Co., Ltd."
407,547928637,"Zhuhai Huifeng Investment Co., Ltd."
408,547891230,"Guangdong Jiahe Land Investment Co., Ltd."
409,547940116,"Zhuhai Haoyi Industrial Co., Ltd."
410,728866699,"Zhuhai Huazhong Construction Engineering Co., Ltd. Guizhou Branch"
411,547907096,"Zhuhai Hexiang Mechanical & Electrical Installation Engineering Service Co., Ltd."
412,547894575,"Zhuhai Shanye Real Estate Development Co., Ltd."
413,547929161,"Zhuhai Shenya Injection Plastics Co., Ltd."
414,547950325,"Zhuhai Huateyagongyeqiti Transport Co., Ltd."
415,547950906,"Zhuhai Huaning Garment Co., Ltd."
416,639555299,"Hebei Geli Central Air Conditioning Engineering Co., Ltd."
417,547898105,"Zhuhai Aohua Enterprise Management Consulting Co., Ltd."
418,547943497,"Zhuhai Zhongtai Investment Co., Ltd."
419,547906625,"Zhuhai Huaming Technology Development Co., Ltd."
420,547919045,"Zhuhai Huafa Property Development Co., Ltd."
421,638122396,"Zhuhai Huayu New Energy Construction Co., Ltd."
422,547919542,"Zhuhai Huachuang Economic and Trade Development Co., Ltd."
423,547760359,"Beijing Huafa Enterprise Management Co., Ltd."
424,638032572,"Zhuhai Huafa Building Elevator Engineering Co., Ltd. Hengqin Branch"
425,547928654,"Zhuhai Huayao Commerce and Trade Development Co., Ltd."
426,639563777,"Yuerong Technology (Guangdong) Co., Ltd."
427,547909701,"Zhuhai Hongming Group Co., Ltd."
428,547943503,"Zhuhai Jingjitequhengshengfangchankaifa Co., Ltd."
429,639649101,"Guangdong Longshan Health Industry Technology Co., Ltd."
430,638009901,"Zhuhai Honghao Business Management Co., Ltd."
431,638066005,"Zhuhai Heying Culture Media Co., Ltd."
432,547916774,"Zhuhai Hetai Clothing Co., Ltd."
433,637991660,"Zhuhai Hengqin Yingrun Internet Technology Co., Ltd."
434,638098704,Zhuhai Hengqin Tancaiquan Investment Partnership Enterprise (Limited Partnership )
435,639634409,"Yangjiang Nengda New Energy Co., Ltd."
436,639581035,"Shenzhen Shilian Jiachuang Business Management Co., Ltd."
437,547774226,"Beijing Shenghongji Real Estate Development Co., Ltd."
438,547917300,"Zhuhai Hengqin Linsheng Investment Co., Ltd."
439,638111446,"Zhuhai Anke Catering Co., Ltd."
440,639603977,Zhuhai Hengqin Fukang Medical Technology Partnership Enterprise (Limited Partnership)
441,638152142,"Zhuhai Henghua Property Management Co., Ltd. Henghe Center Sales Department"
442,638045361,"Zhuhai Henghua Management Consultancy Services Co., Ltd."
443,547926281,"Zhuhai Hengfu Investment Co., Ltd."
444,639626582,"Zhuhai Yingbinhe Liyuan Catering Service Co., Ltd."
445,547913203,"Zhuhai Haoye Investment Co., Ltd."
446,638132604,Zhuhai Hangruiji Commerce and Trade Partnership Enterprise (Limited Partnership)
447,547923579,"Zhuhai Guangtuo Property Co., Ltd."
448,639626286,"Zhuhai Guangjing Motor Co., Ltd."
449,547918071,"Zhuhai Donghan Electronic Technology Development Co., Ltd."
450,547908998,"Zhuhai Hongping Property Development Co., Ltd."
451,547891238,"Zhuhai Guanghong Property Development Co., Ltd."
452,547864538,"Zhuhai Geli Property Management Co., Ltd."
453,547750885,"Zhuhai Golden Bamboo Electronics Co., Ltd."
454,547909466,"Zhuhai Genyuan Property Agent Co., Ltd."
455,639629536,"Zhuhai Gelian Construction Development Co., Ltd."
456,728766378,Tianjin Gaoling Deyuan Business Management Partnership Enterprise (Limited Partn ership)
457,639542719,"Zhuhai Gangzhu'ao Brand Name Management Co., Ltd. Xiangzhou Branch"
458,547951002,"Zhuhai Fuxinda Enterprise Development Co., Ltd."
459,547927230,"Zhuhai Fulin Investment Advisor Co., Ltd."
460,639579675,"Zhuhai Fanyue Cultural Communication Co., Ltd. Xiangzhou Branch"
461,547929823,Zhuhai Economic Special Zone Guangle Electric Control Equipment Factory
462,547921124,"Zhuhai Dushi Property Management Co., Ltd."
463,547901953,"Zhuhai Hongxinda Trade Co., Ltd."
464,547909982,"Zhuhai Doumen District Tengxing Property Development Co., Ltd."
465,547899595,"Zhuhai Fuyu Property Management Co., Ltd."
466,547914266,"Zhuhai Fushan Industry Development Management Co., Ltd."
467,547926309,"Zhuhai Dongsen Enterprise Management Service Co., Ltd."
468,547914087,"Zhongshan Jianji Industry Co., Ltd."
469,638103246,"Hede Industry Group (Guangdong) Co., Ltd."
470,547913792,"Zhuhai Dezheng Group Co., Ltd."
471,547920360,"Zhuhai Qianshan Power Trade Co., Ltd."
472,638030280,"Guangdong Haihong Oral Cavity Medical Management Co., Ltd."
473,638078341,"Zhuhai Dawan City Service Group Co., Ltd."
474,547935076,"Zhuhai Coca-Cola Beverage Co.,Ltd. Yangchun Business Department"
475,547912497,"Yunfu Business Department, Zhuhai Coca-Cola Beverage Co., Ltd."
476,547899664,"Dinghu Business Department, Zhuhai Coca-Cola Beverage Co., Ltd."
477,637988232,"Zhuhai Chexiaomi Information Technology Co., Ltd. Dongguan Branch"
478,638125751,"Zunyi Zhenrentong Building Materials Co., Ltd."
479,637995413,"Zhuhai Chengrong Catering Management Co., Ltd. Jinwan Branch"
480,639572578,"Chengli Fengwu (Zhuhai) Technology Co., Ltd."
481,547891246,"Zhuhai Xinweida Property Development Co., Ltd."
482,547949109,"Zhuhai Biaosheng Communication Equipment Co., Ltd."
483,547892660,Zhuhai Beiling Industry Development Corporation
484,637979095,"Zhuhai Manlei Pinzhi Hotel Management Co., Ltd."
485,547924146,"Dongguan Branch of Zhuhai Baoli Property Management Co., Ltd."
486,547921831,"Zhuhai Sheng'an Property Management Co., Ltd."
487,547892127,"Zhuhai Construction Project Supervision Co., Ltd."
488,547893684,Zhuhai Association of Enterprises With Foreign Investment
489,638012057,"Zhuhai Aoya Travel Co., Ltd. No.1 Branch"
490,547931250,"Zhuhai Aotian Investment Co., Ltd."
491,547838792,"Zhuhai Anyu Digital Technology Co., Ltd."
492,547927978,"Zhuhai Antai Property Agent Co., Ltd."
493,638052127,"Huizhou Jifeng Technology Co., Ltd."
494,547789939,"Zhucheng Xintiandi Real Estate Development Co., Ltd."
495,547828046,Zhucheng Shili Hospital
496,639642653,"Zhucheng Haiwang Health Medicine Franchise Co., Ltd. Changcheng Pharmacy"
497,639597359,"Chongqing Xiajiuyou Technology Co., Ltd."
498,638016455,"Zhuantun Food (Shenzhen) Co., Ltd. Baishi Zhou Branch"
499,639507648,"Lanpowan Medical (Jiangsu) Co., Ltd."
500,638131621,"Lanpowan Industry Co., Ltd."
501,547915351,"Zhuhai Jiete Biological Technology Co., Ltd."
502,638025124,"Zhuanglang County Jiayu Lejia Technology Co., Ltd. Shuiluo Branch"
503,547896706,Shenzhen Hong'an Outpatient Department
504,638003908,"Zhuhai Dantian Property Management Co., Ltd. Maonan Branch"
505,547790531,"Zhucheng Kuntai Real Estate Development Co., Ltd."
506,639562625,"Zhouzhi County Kaixin Pharmacy Co., Ltd. No.20 Branch"
507,638093938,"Zhoushan Xufu Wine Supply Co., Ltd. Putuo Branch"
508,639559123,"Zhoushan Xinsheng Labor Service Co., Ltd. Putuo Branch"
509,547799642,Zhoushan Women's Federation
510,638123223,"Zhoushan Chanxin Vegetarian Co., Ltd."
511,638148716,"Zhoushan Putuoshan Shanshang Cultural Development Co., Ltd."
512,638077233,"Zhoushan San'an Gas Co., Ltd."
513,639553578,"Zhoushan Yuelai Yuehao Enterprise Service Co., Ltd."
514,638098655,"Zhejiang Longyi Logistics Co., Ltd."
515,637983597,"Zhoushan Huilong Ample Food Co., Ltd. Putuoshan No.1 Branch"
516,547873302,Zhoushan Hospital of Traditional Chinese Medicine(Zhoushan Orthopedic Hospital)( Zhoushan
517,547750067,"Zhoushan Yuantai Foodstuff Co., Ltd."
518,638149292,"Xi'an Juyu Commerce And Trade Co., Ltd."
519,638069999,"Zhoushan Fanrui Petrochemical Co., Ltd. Jiashi Branch"
520,547759320,Zhoushan Baihuida Equity Investment Management Partnership (Limited Partnership)
521,639543737,"Zhouning Huaxin Property Management Co., Ltd."
522,638162761,"Zhoukou Zhongcheng New Energy Technology Co., Ltd."
523,639564469,"Shangshui County Zhenyuan Food Co., Ltd."
524,638158460,"Taikang County Yusheng Real Estate Industry Co., Ltd."
525,639654811,"Zhoukou Weishuo Architecture Engineering Co., Ltd. Xinjiang No.1 Branch"
526,547904024,"Zhoukou Wanji Real Estate Development Co., Ltd."
527,639629929,"Shenqiu County Zhoupu Logistics Co., Ltd."
528,547817422,"Henan Hangao Jingpu Horticulture Engineering Co., Ltd."
529,547821738,Zhoukou Municipal Technology Gaizao Fund Management Division
530,639531047,"Zhoukou Jinhang Construction Engineering Co., Ltd. Shangshui No.2 Branch"
531,547808180,"Henan Zhongzhou Road & Bridge Construction Co., Ltd."
532,638112365,"Minquan County Bowen Architecture Labor Service Co., Ltd."
533,639512120,"Zhoukou Fuxi Culture Tourism Development Co., Ltd."
534,638067675,"Zhoukou Huaiyang District Rural Collective Property Business Management Co., Ltd."
535,547808300,Zhoukou Food And Drink Service Company
536,637984570,"Zhoukou Feihe Fitness Co., Ltd. Taikang Branch"
537,547949213,"Zhoukou Construction Engineering Co., Ltd."
538,547808179,"Zhoukou Construction Engineering Co., Ltd."
539,547807100,Zhoukou Chuanhui District Supply and Marketing Cooperatives
540,547821757,"Xihua , Zhoukou Car Transport Group Co., Ltd."
541,638054835,"Zhouhong Construction Group Co., Ltd. Yancheng Development Zone Branch"
542,639583059,"Shanghai Zhenxin Catering Management Co., Ltd."
543,639544185,"Zhongzu Hengtai (Beijing) Science & Technology Development Co., Ltd. Hebei Xiong an Branch"
544,728801354,"Zhongzige Education Technology Co., Ltd."
545,547757094,"Zhongzi Overseas (Beijing) Engineering Cost Consulting Co., Ltd."
546,728760488,"Beijing Zhongqihua Engineering Consulting Co., Ltd. Southwest Branch"
547,728898968,"Shanxi Huidian Information Technology Co., Ltd."
548,728816154,"Xin'Anhong Electronic Science & Technology Co., Ltd."
549,639615867,"Guangxi Zebin Technology Co., Ltd."
550,547750826,"Zhongzi Guotai Investment Co., Ltd."
551,728840389,"Chinese-Funded Guobang (Yunnan) Supply Chain Management Co., Ltd."
552,639603020,"Zhongzhuo Construction Group Co., Ltd. Anhui Branch"
553,639546135,"Zhongzhoumeng Construction Group Co., Ltd. Fujian Branch"
554,728761860,"Tonghua Heping Pharmaceuticals Co., Ltd."
555,638030068,"Wenzhou Fengjin Property Co., Ltd."
556,639555414,Zhongzhou Low Carbon Energy Technology Development (Xi'an) Partnership Enterpris e ( Limit
557,547854970,"Hubei Branch of Henan Zhongzhou Lifting Group Co., Ltd."
558,638015732,"Zhongzhitou Engineering Management Co., Ltd. Foshan Branch"
559,728850183,"Shaanxi Weijingtong Network Information Technology Co., Ltd."
560,639602414,"Zhongzhijie (Suzhou) Enterprise Consulting Management Co., Ltd. Wuzhong Branch"
561,728854684,"Zhongzhida Project Management Co., Ltd. Linxia Branch"
562,728776478,"Yan'an Beifang Zhiyang Education Technology Co., Ltd."
563,639620907,"Zhongzhi Technology Innovation Service (Chengdu) Co., Ltd. Nanchong Branch"
564,638019958,"Nanjing Zhongji Tax Accountant Office Co., Ltd."
565,728823404,"Gezhouba Group (Guiyang) Comprehensive Free Trade Zone Investment Construction C o., Ltd."
566,638127447,"Yuanzhuo Inspection Certification Co., Ltd. Fuzhou Branch"
567,638167278,"Anhui Zhongyuexinqingsuan Service Co., Ltd."
568,639627013,"Zhongzhen Construction Co., Ltd. Arun Branch"
569,637955057,"Zhongzhen Construction Co., Ltd. Hunan Branch"
570,638012516,"Zhongzhe Shutu (Hangzhou) Technology Co., Ltd. Yuhang Branch"
571,547913303,"Shenzhen Maoye Advertising Co., Ltd."
572,639536971,"Zhongzhao Guofeng Project Management Co., Ltd. Jiangxi Branch"
573,547890851,"No. 7 Construction Force, Guangzhou Baiyun District Municipal Construction Engin eering Co"
574,639542635,"Shaanxi Zhongzhan Jiade Agricultural Science & Technology Co., Ltd."
575,638072531,"Zhongda Construction Engineering (Beijing) Construction Group Co., Ltd. Southern Border Br"
576,639587866,"Zhongda Construction Engineering (Beijing) Construction Group Co., Ltd. Tiemenguan Branch"
577,728819484,"Zhongze Human Resources Co., Ltd."
578,639569981,"Regeneration Resource Co., Ltd. Zhongwei Branch"
579,638005972,"Zhongyunjian Property (Jiangsu) Co., Ltd. Zizhong Branch"
580,547770502,"Zhenteng Architecture Decoration Engineering Co., Ltd."
581,638144107,"Zhongyun Construction Engineering Co., Ltd. Nanyang Branch"
582,638150371,"Zhongyun Chinure Group Co., Ltd. Nanchang Xihu Branch"
583,728771480,"Zhongyue Construction Group Co., Ltd. Liupan Moisture Content Company"
584,728831201,"Zhongyue Construction Group Co., Ltd. Jilin Branch"
585,547774982,"Beijing Zhongtiexin Real Estate Development Co., Ltd."
586,639595679,"Zhongyuanfang Engineering Consulting Co., Ltd. Yunnan Xishuangbanna Jinghong Bra nch"
587,639553582,"Ningxia Zhizhuo New Energy Technology Co., Ltd."
588,547813128,"Henan Kangcheng Industry Co., Ltd."
589,638160083,"Zhongyuan Tianwei Group Co., Ltd. Zhihe Branch"
590,638004040,"Zhongyuan Education Consulting (Wuhan) Co., Ltd."
591,639538769,"Beijing Tianyanzuo Technology Co., Ltd."
592,728861254,"Zhongyu Huaxing Industry Development (Shaanxi) Co., Ltd."
593,638080761,"Zhongyu Hengxin Engineering Consulting Co., Ltd. Xi'an Design Branch"
594,637968084,"Zhongjianjiaruikang (Guangdong) Technology Co., Ltd."
595,728873299,"Linjiang Zhongyu Gas Co., Ltd."
596,638150457,"Sanmenxia Zhongyu Energy Development Co., Ltd."
597,728855757,"Anning Zhongyou Yangguang Property Management Co., Ltd."
598,639565342,"Zhongyou Shanghai Sales Co., Ltd. Caobao Road Petrol Station Branch"
599,728744501,"Zhongyou Online (Beijing) International Travel Agency Co., Ltd. Kunming Branch"
600,638032167,"Zhongyou International Travel Agency (Chengdu) Co., Ltd. Mianzhu Jiannan Sub-Dis trict Ser"
601,638027911,"Zhongyou International Travel Agency (Chengdu) Co., Ltd. Dujiangyan Boulevard Se rvice Bra"
602,637998649,"Zhongyou International Travel Agency (Chengdu) Co., Ltd. Chengdu Chenghua Yi Rin g Road Do"
603,637963292,"Zhongyou International Travel Agency (Chengdu) Co., Ltd. Meishan Huanhu Donglu E r Section"
604,639607288,"Donglu Equipment Technology Co., Ltd."
605,639536120,"Zhongyong Minsheng Financial Consultancy (Hainan) Co., Ltd. Wenzhou Ouhai Branch"
606,639595668,"Zhongyong Minsheng Financial Consultancy (Hainan) Co., Ltd. Hefei High-Tech Zone Branch"
607,639633227,"Dezheng Zhihe (Beijing) Agency Accounting Co., Ltd."
608,638063181,"Zhongyin Sub-health Consulting (Guangzhou) Co., Ltd."
609,639614293,"Zhongying Yongcheng Consulting Group Co., Ltd. Zhengzhou Branch"
610,547762131,"Beijing Jiarun Weiye Commerce And Trade Co., Ltd."
611,639634606,"Yanxiang Tea Supply (Fuding) Co., Ltd."
612,638037822,"Zhongyi Texin (Hainan) Investment Co., Ltd."
613,728788397,"Ningxia Donghong Hazardous Materials Transportation Co., Ltd."
614,638175115,"Fuding Zhongrui Supply Chain Management Co., Ltd."
615,547764863,"Zhong Shi Hu Yu Network Technology (Beijing) Co., Ltd."
616,547888797,"Zhongyi Home Products (Beijing) Co., Ltd."
617,638031584,"Tangshan Zhongyi Lianfeng Technology Co., Ltd."
618,639627630,"Zhongyi Engineering Management Co., Ltd. Chongqing Dadukou Branch"
619,638016370,"Guangdong Linbang Construction Engineering Co., Ltd."
620,638042003,"Chongqing Chengda Development Construction Engineering Co., Ltd."
621,637977606,"Zhongyi Chengda Construction Group Co., Ltd. Beifang Architectural Design Branch"
622,639652442,"Henan Wanzhong Cable Co., Ltd."
623,547847865,"Hubei Huaxin Branch of Zhongyi Certified Public Accountants Co., Ltd."
624,639540276,"Zhongyi (Shenyang) Human Resources Service Co., Ltd. Heilongjiang Branch"
625,638075443,"Chongqing Yaotong Yixin New Energy Science & Technology Development Co., Ltd."
626,638038055,"Beijing Weiruan Technology Co., Ltd."
627,547762325,"Zhongyedi (Beijing) Real Estate Development Co., Ltd."
628,547869474,"Beijing Zhongye Dahao Electric Appliances Equipment Co., Ltd."
629,547875752,"Shantou Zhongyeda Automatic Electric Engineering Co., Ltd."
630,547857117,"Zhongye Huacheng (Wuhan) Engineering Co., Ltd."
631,638024871,"Zhongcheng Jinzu (Hainan) Lease Co., Ltd."
632,638103428,"Guangdong Huiye Investment Construction Co., Ltd."
633,728734288,"Xiaozhi Mechanical & Electrical Installation Engineering Co., Ltd."
634,547887322,Central Grain Reserves Tongliao Directly Managed Storehouse Dalin Branch
635,547871315,"Zhongyang Grain Reserves Yueyang Depot Co., Ltd. Weinong Branch"
636,547863333,"Zhongyang Grain Reserves Yueyang Depot Co., Ltd. Huarong Branch"
637,547863393,"Zhongyang Grain Reserves Yiyang Depot Co., Ltd. Taojiang Branch"
638,547863229,"Zhongyang Grain Reserves Xiangtan Depot Co., Ltd."
639,638167083,"Zhongyang Grain Reserves Weinan Gaotian Depot Co., Ltd. Duqiao Branch"
640,547825730,"Zhongyang Grain Reserves Pingdingshan Depot Co., Ltd. Baofeng Branch"
641,547866328,"Zhongyang Grain Reserves Ning Township Depot Co., Ltd."
642,547909076,"Zhongyang Grain Reserves Maoming Depot Co., Co., Ltd."
643,728791188,"Zhongyang Grain Reserves Liuhe Depot Co., Ltd. Shengshuifen Company"
644,547890391,"Zhongyang Grain Reserves Jieyang Depot Co., Ltd."
645,728802154,"Zhongyang Grain Reserves Hulunbuir Depot Co., Ltd. Taipingzhuang Branch"
646,728796906,"Zhongyang Grain Reserves Hegang Depot Co., Ltd. Suibin Branch"
647,547905240,"Zhongyang Grain Reserves Chaoyang Depot Co., Ltd."
648,728821817,"Zhongyang Grain Reserves Baotou Depot Co., Ltd. Tuyou Branch"
649,547791564,Zhongyang County Seed Preserving Company
650,637979008,"Zhongyang Construction (Shenzhen) Group Co., Ltd. Yichun Branch"
